EVALUATION RESULTS
==================================================
Average Representation Loss: 79.1569
Average VAE Loss: 55.6031
Average Total Loss: 134.7600
Average Perplexity: 1.13
Average Codebook Usage: 0.39%
Total Proteins Evaluated: 4679
==================================================

DETAILED RESULTS BY BATCH:
Batch 0: Loss=136.6045, Perplexity=1.06, Codebook Usage=0.39%
Batch 94: Loss=143.5654, Perplexity=1.15, Codebook Usage=0.39%
Batch 95: Loss=126.1318, Perplexity=1.25, Codebook Usage=0.39%
Batch 96: Loss=133.4937, Perplexity=1.31, Codebook Usage=0.39%
Batch 97: Loss=134.5911, Perplexity=1.04, Codebook Usage=0.39%
Batch 98: Loss=148.8889, Perplexity=1.13, Codebook Usage=0.39%
Batch 99: Loss=136.3175, Perplexity=1.06, Codebook Usage=0.39%
Batch 100: Loss=151.0038, Perplexity=1.34, Codebook Usage=0.39%
Batch 101: Loss=149.4234, Perplexity=1.08, Codebook Usage=0.39%
Batch 102: Loss=140.8573, Perplexity=1.31, Codebook Usage=0.39%
Batch 103: Loss=123.9200, Perplexity=1.05, Codebook Usage=0.39%
Batch 104: Loss=138.5512, Perplexity=1.38, Codebook Usage=0.39%
Batch 105: Loss=153.2326, Perplexity=1.05, Codebook Usage=0.39%
Batch 106: Loss=132.5994, Perplexity=1.08, Codebook Usage=0.39%
Batch 107: Loss=113.8393, Perplexity=1.29, Codebook Usage=0.39%
Batch 108: Loss=117.6798, Perplexity=1.12, Codebook Usage=0.39%
Batch 109: Loss=143.1993, Perplexity=1.25, Codebook Usage=0.39%
Batch 110: Loss=134.6129, Perplexity=1.38, Codebook Usage=0.39%
Batch 111: Loss=130.9710, Perplexity=1.03, Codebook Usage=0.39%
Batch 112: Loss=135.1580, Perplexity=1.34, Codebook Usage=0.39%
Batch 113: Loss=121.4815, Perplexity=1.10, Codebook Usage=0.39%
Batch 114: Loss=115.3646, Perplexity=1.03, Codebook Usage=0.39%
Batch 115: Loss=122.1002, Perplexity=1.03, Codebook Usage=0.39%
Batch 116: Loss=156.0481, Perplexity=1.29, Codebook Usage=0.39%
Batch 117: Loss=141.9036, Perplexity=1.10, Codebook Usage=0.39%
Batch 118: Loss=126.1337, Perplexity=1.06, Codebook Usage=0.39%
Batch 119: Loss=134.3695, Perplexity=1.07, Codebook Usage=0.39%
Batch 120: Loss=146.2799, Perplexity=1.06, Codebook Usage=0.39%
Batch 121: Loss=137.6984, Perplexity=1.10, Codebook Usage=0.39%
Batch 122: Loss=135.4471, Perplexity=1.04, Codebook Usage=0.39%
Batch 123: Loss=118.3624, Perplexity=1.07, Codebook Usage=0.39%
Batch 124: Loss=144.6294, Perplexity=1.04, Codebook Usage=0.39%
Batch 125: Loss=112.7319, Perplexity=1.02, Codebook Usage=0.39%
Batch 126: Loss=148.2104, Perplexity=1.25, Codebook Usage=0.39%
Batch 127: Loss=146.8169, Perplexity=1.23, Codebook Usage=0.39%
Batch 128: Loss=124.8102, Perplexity=1.10, Codebook Usage=0.39%
Batch 129: Loss=127.0695, Perplexity=1.28, Codebook Usage=0.39%
Batch 130: Loss=136.7859, Perplexity=1.14, Codebook Usage=0.39%
Batch 131: Loss=124.3052, Perplexity=1.42, Codebook Usage=0.39%
Batch 132: Loss=115.4487, Perplexity=1.06, Codebook Usage=0.39%
Batch 133: Loss=171.0293, Perplexity=1.20, Codebook Usage=0.39%
Batch 134: Loss=124.2666, Perplexity=1.03, Codebook Usage=0.39%
Batch 135: Loss=133.4128, Perplexity=1.06, Codebook Usage=0.39%
Batch 136: Loss=126.3876, Perplexity=1.29, Codebook Usage=0.39%
Batch 137: Loss=141.6015, Perplexity=1.03, Codebook Usage=0.39%
Batch 138: Loss=139.7917, Perplexity=1.21, Codebook Usage=0.39%
Batch 139: Loss=142.9063, Perplexity=1.03, Codebook Usage=0.39%
Batch 140: Loss=145.6089, Perplexity=1.05, Codebook Usage=0.39%
Batch 141: Loss=132.3634, Perplexity=1.06, Codebook Usage=0.39%
Batch 142: Loss=124.6266, Perplexity=1.11, Codebook Usage=0.39%
Batch 143: Loss=120.7724, Perplexity=1.09, Codebook Usage=0.39%
Batch 144: Loss=145.4063, Perplexity=1.07, Codebook Usage=0.39%
Batch 145: Loss=135.0521, Perplexity=1.22, Codebook Usage=0.39%
Batch 146: Loss=125.3600, Perplexity=1.22, Codebook Usage=0.39%
Batch 147: Loss=141.7352, Perplexity=1.06, Codebook Usage=0.39%
Batch 148: Loss=125.3403, Perplexity=1.07, Codebook Usage=0.39%
Batch 149: Loss=138.6329, Perplexity=1.06, Codebook Usage=0.39%
Batch 150: Loss=143.6247, Perplexity=1.04, Codebook Usage=0.39%
Batch 151: Loss=140.0012, Perplexity=1.31, Codebook Usage=0.39%
Batch 152: Loss=151.0488, Perplexity=1.51, Codebook Usage=0.39%
Batch 153: Loss=141.1054, Perplexity=1.03, Codebook Usage=0.39%
Batch 154: Loss=118.7697, Perplexity=1.10, Codebook Usage=0.39%
Batch 155: Loss=149.4745, Perplexity=1.05, Codebook Usage=0.39%
Batch 156: Loss=135.7289, Perplexity=1.14, Codebook Usage=0.39%
Batch 157: Loss=150.0652, Perplexity=1.02, Codebook Usage=0.39%
Batch 158: Loss=130.6313, Perplexity=1.16, Codebook Usage=0.39%
Batch 159: Loss=151.3923, Perplexity=1.03, Codebook Usage=0.39%
Batch 160: Loss=139.3290, Perplexity=1.25, Codebook Usage=0.39%
Batch 161: Loss=123.9473, Perplexity=1.11, Codebook Usage=0.39%
Batch 162: Loss=153.6439, Perplexity=1.07, Codebook Usage=0.39%
Batch 163: Loss=145.2385, Perplexity=1.05, Codebook Usage=0.39%
Batch 164: Loss=125.2630, Perplexity=1.13, Codebook Usage=0.39%
Batch 165: Loss=117.4973, Perplexity=1.03, Codebook Usage=0.39%
Batch 166: Loss=143.4338, Perplexity=1.05, Codebook Usage=0.39%
Batch 167: Loss=121.4550, Perplexity=1.08, Codebook Usage=0.39%
Batch 168: Loss=114.0803, Perplexity=1.08, Codebook Usage=0.39%
Batch 169: Loss=148.0038, Perplexity=1.03, Codebook Usage=0.39%
Batch 170: Loss=139.6232, Perplexity=1.21, Codebook Usage=0.39%
Batch 171: Loss=143.6287, Perplexity=1.27, Codebook Usage=0.39%
Batch 172: Loss=151.1646, Perplexity=1.07, Codebook Usage=0.39%
Batch 173: Loss=134.5790, Perplexity=1.16, Codebook Usage=0.39%
Batch 174: Loss=119.8004, Perplexity=1.10, Codebook Usage=0.39%
Batch 175: Loss=116.6397, Perplexity=1.08, Codebook Usage=0.39%
Batch 176: Loss=119.8106, Perplexity=1.10, Codebook Usage=0.39%
Batch 177: Loss=128.5844, Perplexity=1.04, Codebook Usage=0.39%
Batch 178: Loss=148.4176, Perplexity=1.02, Codebook Usage=0.39%
Batch 179: Loss=158.5711, Perplexity=1.21, Codebook Usage=0.39%
Batch 180: Loss=127.4439, Perplexity=1.27, Codebook Usage=0.39%
Batch 181: Loss=128.7683, Perplexity=1.04, Codebook Usage=0.39%
Batch 182: Loss=118.2232, Perplexity=1.15, Codebook Usage=0.39%
Batch 183: Loss=128.7428, Perplexity=1.16, Codebook Usage=0.39%
Batch 184: Loss=157.1060, Perplexity=1.02, Codebook Usage=0.39%
Batch 185: Loss=134.4012, Perplexity=1.40, Codebook Usage=0.39%
Batch 186: Loss=137.5992, Perplexity=1.61, Codebook Usage=0.39%
Batch 187: Loss=136.8870, Perplexity=1.03, Codebook Usage=0.39%
Batch 188: Loss=141.4831, Perplexity=1.06, Codebook Usage=0.39%
Batch 189: Loss=112.2071, Perplexity=1.28, Codebook Usage=0.39%
Batch 190: Loss=120.9408, Perplexity=1.02, Codebook Usage=0.39%
Batch 191: Loss=150.3660, Perplexity=1.07, Codebook Usage=0.39%
Batch 192: Loss=123.8776, Perplexity=1.16, Codebook Usage=0.39%
Batch 193: Loss=140.0834, Perplexity=1.19, Codebook Usage=0.39%
Batch 194: Loss=132.1242, Perplexity=1.05, Codebook Usage=0.39%
Batch 195: Loss=122.7514, Perplexity=1.14, Codebook Usage=0.39%
Batch 196: Loss=148.7009, Perplexity=1.15, Codebook Usage=0.39%
Batch 197: Loss=129.1489, Perplexity=1.16, Codebook Usage=0.39%
Batch 198: Loss=123.0669, Perplexity=1.07, Codebook Usage=0.39%
Batch 199: Loss=147.3996, Perplexity=1.03, Codebook Usage=0.39%
Batch 200: Loss=132.1084, Perplexity=1.22, Codebook Usage=0.39%
Batch 201: Loss=135.8932, Perplexity=1.30, Codebook Usage=0.39%
Batch 202: Loss=129.5481, Perplexity=1.04, Codebook Usage=0.39%
Batch 203: Loss=148.4494, Perplexity=1.59, Codebook Usage=0.39%
Batch 204: Loss=134.4818, Perplexity=1.13, Codebook Usage=0.39%
Batch 205: Loss=154.2517, Perplexity=1.22, Codebook Usage=0.39%
Batch 206: Loss=157.6392, Perplexity=1.34, Codebook Usage=0.39%
Batch 207: Loss=120.8568, Perplexity=1.13, Codebook Usage=0.39%
Batch 208: Loss=129.5973, Perplexity=1.04, Codebook Usage=0.39%
Batch 209: Loss=138.8898, Perplexity=1.18, Codebook Usage=0.39%
Batch 210: Loss=141.1535, Perplexity=1.01, Codebook Usage=0.39%
Batch 211: Loss=140.4343, Perplexity=1.21, Codebook Usage=0.39%
Batch 212: Loss=148.0244, Perplexity=1.07, Codebook Usage=0.39%
Batch 213: Loss=122.9377, Perplexity=1.19, Codebook Usage=0.39%
Batch 214: Loss=132.6830, Perplexity=1.24, Codebook Usage=0.39%
Batch 215: Loss=122.9114, Perplexity=1.03, Codebook Usage=0.39%
Batch 216: Loss=131.8446, Perplexity=1.03, Codebook Usage=0.39%
Batch 217: Loss=114.8431, Perplexity=1.08, Codebook Usage=0.39%
Batch 218: Loss=139.3556, Perplexity=1.02, Codebook Usage=0.39%
Batch 219: Loss=125.7350, Perplexity=1.22, Codebook Usage=0.39%
Batch 220: Loss=116.4143, Perplexity=1.08, Codebook Usage=0.39%
Batch 221: Loss=138.2855, Perplexity=1.04, Codebook Usage=0.39%
Batch 222: Loss=120.8416, Perplexity=1.14, Codebook Usage=0.39%
Batch 223: Loss=120.7191, Perplexity=1.14, Codebook Usage=0.39%
Batch 224: Loss=131.5489, Perplexity=1.14, Codebook Usage=0.39%
Batch 225: Loss=117.9344, Perplexity=1.02, Codebook Usage=0.39%
Batch 226: Loss=146.3794, Perplexity=1.14, Codebook Usage=0.39%
Batch 227: Loss=121.6452, Perplexity=1.06, Codebook Usage=0.39%
Batch 228: Loss=136.6555, Perplexity=1.10, Codebook Usage=0.39%
Batch 229: Loss=121.7624, Perplexity=1.16, Codebook Usage=0.39%
Batch 230: Loss=129.2595, Perplexity=1.12, Codebook Usage=0.39%
Batch 231: Loss=144.0073, Perplexity=1.12, Codebook Usage=0.39%
Batch 232: Loss=151.4101, Perplexity=1.46, Codebook Usage=0.39%
Batch 233: Loss=131.3389, Perplexity=1.06, Codebook Usage=0.39%
Batch 234: Loss=140.3721, Perplexity=1.04, Codebook Usage=0.39%
Batch 235: Loss=123.4616, Perplexity=1.22, Codebook Usage=0.39%
Batch 236: Loss=137.3495, Perplexity=1.04, Codebook Usage=0.39%
Batch 237: Loss=129.5852, Perplexity=1.16, Codebook Usage=0.39%
Batch 238: Loss=135.1526, Perplexity=1.08, Codebook Usage=0.39%
Batch 239: Loss=155.3581, Perplexity=1.02, Codebook Usage=0.39%
Batch 240: Loss=128.7694, Perplexity=1.16, Codebook Usage=0.39%
Batch 241: Loss=135.3524, Perplexity=1.18, Codebook Usage=0.39%
Batch 242: Loss=164.3997, Perplexity=1.28, Codebook Usage=0.39%
Batch 243: Loss=142.0070, Perplexity=1.20, Codebook Usage=0.39%
Batch 244: Loss=123.5957, Perplexity=1.25, Codebook Usage=0.39%
Batch 245: Loss=125.6823, Perplexity=1.02, Codebook Usage=0.39%
Batch 246: Loss=117.0224, Perplexity=1.11, Codebook Usage=0.39%
Batch 247: Loss=136.8291, Perplexity=1.12, Codebook Usage=0.39%
Batch 248: Loss=120.2163, Perplexity=1.11, Codebook Usage=0.39%
Batch 249: Loss=155.9573, Perplexity=1.29, Codebook Usage=0.39%
Batch 250: Loss=140.2867, Perplexity=1.23, Codebook Usage=0.39%
Batch 251: Loss=140.4195, Perplexity=1.19, Codebook Usage=0.39%
Batch 252: Loss=148.4240, Perplexity=1.05, Codebook Usage=0.39%
Batch 253: Loss=113.5498, Perplexity=1.18, Codebook Usage=0.39%
Batch 254: Loss=153.6815, Perplexity=1.10, Codebook Usage=0.39%
Batch 255: Loss=136.8708, Perplexity=1.02, Codebook Usage=0.39%
Batch 256: Loss=132.0281, Perplexity=1.17, Codebook Usage=0.39%
Batch 257: Loss=150.0975, Perplexity=1.19, Codebook Usage=0.39%
Batch 258: Loss=127.0414, Perplexity=1.01, Codebook Usage=0.39%
Batch 259: Loss=123.0573, Perplexity=1.15, Codebook Usage=0.39%
Batch 260: Loss=134.0178, Perplexity=1.02, Codebook Usage=0.39%
Batch 261: Loss=144.3087, Perplexity=1.04, Codebook Usage=0.39%
Batch 262: Loss=131.4370, Perplexity=1.20, Codebook Usage=0.39%
Batch 263: Loss=124.5155, Perplexity=1.04, Codebook Usage=0.39%
Batch 264: Loss=115.2002, Perplexity=1.11, Codebook Usage=0.39%
Batch 265: Loss=119.6083, Perplexity=1.22, Codebook Usage=0.39%
Batch 266: Loss=138.6672, Perplexity=1.13, Codebook Usage=0.39%
Batch 267: Loss=137.1541, Perplexity=1.11, Codebook Usage=0.39%
Batch 268: Loss=113.5741, Perplexity=1.12, Codebook Usage=0.39%
Batch 269: Loss=151.0207, Perplexity=1.11, Codebook Usage=0.39%
Batch 270: Loss=138.5233, Perplexity=1.13, Codebook Usage=0.39%
Batch 271: Loss=138.7636, Perplexity=1.41, Codebook Usage=0.39%
Batch 272: Loss=127.3503, Perplexity=1.23, Codebook Usage=0.39%
Batch 273: Loss=133.2961, Perplexity=1.29, Codebook Usage=0.39%
Batch 274: Loss=125.6834, Perplexity=1.12, Codebook Usage=0.39%
Batch 275: Loss=153.3072, Perplexity=1.27, Codebook Usage=0.39%
Batch 276: Loss=134.9590, Perplexity=1.29, Codebook Usage=0.39%
Batch 277: Loss=127.3591, Perplexity=1.11, Codebook Usage=0.39%
Batch 278: Loss=160.8598, Perplexity=1.37, Codebook Usage=0.39%
Batch 279: Loss=145.3438, Perplexity=1.11, Codebook Usage=0.39%
Batch 280: Loss=120.1665, Perplexity=1.12, Codebook Usage=0.39%
Batch 281: Loss=128.7982, Perplexity=1.31, Codebook Usage=0.39%
Batch 282: Loss=126.8735, Perplexity=1.02, Codebook Usage=0.39%
Batch 283: Loss=137.8422, Perplexity=1.07, Codebook Usage=0.39%
Batch 284: Loss=134.7793, Perplexity=1.14, Codebook Usage=0.39%
Batch 285: Loss=158.9596, Perplexity=1.50, Codebook Usage=0.39%
Batch 286: Loss=145.4401, Perplexity=1.29, Codebook Usage=0.39%
Batch 287: Loss=153.4211, Perplexity=1.30, Codebook Usage=0.39%
Batch 288: Loss=144.3770, Perplexity=1.53, Codebook Usage=0.39%
Batch 289: Loss=126.9827, Perplexity=1.06, Codebook Usage=0.39%
Batch 290: Loss=154.0522, Perplexity=1.17, Codebook Usage=0.39%
Batch 291: Loss=141.3412, Perplexity=1.39, Codebook Usage=0.39%
Batch 292: Loss=136.6166, Perplexity=1.08, Codebook Usage=0.39%
Batch 293: Loss=121.8485, Perplexity=1.02, Codebook Usage=0.39%
Batch 294: Loss=128.7758, Perplexity=1.07, Codebook Usage=0.39%
Batch 295: Loss=136.3791, Perplexity=1.20, Codebook Usage=0.39%
Batch 296: Loss=134.1855, Perplexity=1.05, Codebook Usage=0.39%
Batch 297: Loss=126.6849, Perplexity=1.17, Codebook Usage=0.39%
Batch 298: Loss=153.7493, Perplexity=1.33, Codebook Usage=0.39%
Batch 299: Loss=151.0990, Perplexity=1.03, Codebook Usage=0.39%
Batch 300: Loss=135.2148, Perplexity=1.04, Codebook Usage=0.39%
Batch 301: Loss=122.2586, Perplexity=1.06, Codebook Usage=0.39%
Batch 302: Loss=120.2458, Perplexity=1.10, Codebook Usage=0.39%
Batch 303: Loss=118.8700, Perplexity=1.09, Codebook Usage=0.39%
Batch 304: Loss=148.3784, Perplexity=1.42, Codebook Usage=0.39%
Batch 305: Loss=130.8314, Perplexity=1.02, Codebook Usage=0.39%
Batch 306: Loss=155.0562, Perplexity=1.28, Codebook Usage=0.39%
Batch 307: Loss=137.9266, Perplexity=1.02, Codebook Usage=0.39%
Batch 308: Loss=122.9658, Perplexity=1.05, Codebook Usage=0.39%
Batch 309: Loss=138.4700, Perplexity=1.04, Codebook Usage=0.39%
Batch 310: Loss=166.5873, Perplexity=1.04, Codebook Usage=0.39%
Batch 311: Loss=144.8955, Perplexity=1.28, Codebook Usage=0.39%
Batch 312: Loss=135.3405, Perplexity=1.04, Codebook Usage=0.39%
Batch 313: Loss=117.7443, Perplexity=1.03, Codebook Usage=0.39%
Batch 314: Loss=118.5188, Perplexity=1.11, Codebook Usage=0.39%
Batch 315: Loss=147.6376, Perplexity=1.02, Codebook Usage=0.39%
Batch 316: Loss=140.1815, Perplexity=1.04, Codebook Usage=0.39%
Batch 317: Loss=124.5340, Perplexity=1.23, Codebook Usage=0.39%
Batch 318: Loss=122.6976, Perplexity=1.06, Codebook Usage=0.39%
Batch 319: Loss=133.0789, Perplexity=1.15, Codebook Usage=0.39%
Batch 320: Loss=125.1824, Perplexity=1.15, Codebook Usage=0.39%
Batch 321: Loss=120.1485, Perplexity=1.03, Codebook Usage=0.39%
Batch 322: Loss=140.7884, Perplexity=1.11, Codebook Usage=0.39%
Batch 323: Loss=116.7763, Perplexity=1.11, Codebook Usage=0.39%
Batch 324: Loss=149.7736, Perplexity=1.08, Codebook Usage=0.39%
Batch 325: Loss=135.5546, Perplexity=1.02, Codebook Usage=0.39%
Batch 326: Loss=145.1661, Perplexity=1.14, Codebook Usage=0.39%
Batch 327: Loss=125.6150, Perplexity=1.12, Codebook Usage=0.39%
Batch 328: Loss=136.0706, Perplexity=1.10, Codebook Usage=0.39%
Batch 329: Loss=128.0063, Perplexity=1.19, Codebook Usage=0.39%
Batch 330: Loss=131.7432, Perplexity=1.04, Codebook Usage=0.39%
Batch 331: Loss=139.3633, Perplexity=1.04, Codebook Usage=0.39%
Batch 332: Loss=141.9597, Perplexity=1.08, Codebook Usage=0.39%
Batch 333: Loss=131.3777, Perplexity=1.18, Codebook Usage=0.39%
Batch 334: Loss=142.6920, Perplexity=1.03, Codebook Usage=0.39%
Batch 335: Loss=128.0457, Perplexity=1.04, Codebook Usage=0.39%
Batch 336: Loss=145.0666, Perplexity=1.15, Codebook Usage=0.39%
Batch 337: Loss=149.3285, Perplexity=1.09, Codebook Usage=0.39%
Batch 338: Loss=143.6064, Perplexity=1.24, Codebook Usage=0.39%
Batch 339: Loss=129.7237, Perplexity=1.11, Codebook Usage=0.39%
Batch 340: Loss=125.0253, Perplexity=1.03, Codebook Usage=0.39%
Batch 341: Loss=140.1342, Perplexity=1.29, Codebook Usage=0.39%
Batch 342: Loss=139.0575, Perplexity=1.37, Codebook Usage=0.39%
Batch 343: Loss=137.9371, Perplexity=1.17, Codebook Usage=0.39%
Batch 344: Loss=163.3956, Perplexity=1.04, Codebook Usage=0.39%
Batch 345: Loss=137.9791, Perplexity=1.07, Codebook Usage=0.39%
Batch 346: Loss=130.5365, Perplexity=1.25, Codebook Usage=0.39%
Batch 347: Loss=153.7816, Perplexity=1.21, Codebook Usage=0.39%
Batch 348: Loss=146.8363, Perplexity=1.10, Codebook Usage=0.39%
Batch 349: Loss=129.9839, Perplexity=1.13, Codebook Usage=0.39%
Batch 350: Loss=136.8952, Perplexity=1.21, Codebook Usage=0.39%
Batch 351: Loss=143.9151, Perplexity=1.23, Codebook Usage=0.39%
Batch 352: Loss=141.7194, Perplexity=1.10, Codebook Usage=0.39%
Batch 353: Loss=137.6803, Perplexity=1.09, Codebook Usage=0.39%
Batch 354: Loss=127.5736, Perplexity=1.03, Codebook Usage=0.39%
Batch 355: Loss=119.8055, Perplexity=1.20, Codebook Usage=0.39%
Batch 356: Loss=143.2075, Perplexity=1.01, Codebook Usage=0.39%
Batch 357: Loss=156.9881, Perplexity=1.03, Codebook Usage=0.39%
Batch 358: Loss=119.7524, Perplexity=1.06, Codebook Usage=0.39%
Batch 359: Loss=145.6267, Perplexity=1.12, Codebook Usage=0.39%
